label,sentence
False,le sénateur est petit et sont grands
True,le sénateur est petit et est vieux
False,le sénateur est petit et sont vieux
True,le sénateur est petit et est jeune
False,le sénateur est petit et sont jeunes
False,le professeur est petit et déménagent
False,le professeur est petit et parlent
False,le professeur est petit et retournent
True,le professeur est petit et est petit
False,le professeur est petit et sont petits
True,le professeur est petit et est grand
False,le professeur est petit et sont grands
True,le professeur est petit et est vieux
False,le professeur est petit et sont vieux
True,le professeur est petit et est jeune
False,le professeur est petit et sont jeunes
False,le client est petit et déménagent
False,le client est petit et parlent
False,le client est petit et retournent
True,le client est petit et est petit
False,le client est petit et sont petits
True,le client est petit et est grand
False,le client est petit et sont grands
True,le client est petit et est vieux
False,le client est petit et sont vieux
True,le client est petit et est jeune
False,le client est petit et sont jeunes
False,l' officier est petit et déménagent
False,l' officier est petit et parlent
False,l' officier est petit et retournent
True,l' officier est petit et est petit
False,l' officier est petit et sont petits
True,l' officier est petit et est grand
False,l' officier est petit et sont grands
True,l' officier est petit et est vieux
False,l' officier est petit et sont vieux
True,l' officier est petit et est jeune
False,l' officier est petit et sont jeunes
False,le pilote est petit et déménagent
False,le pilote est petit et parlent
False,le pilote est petit et retournent
True,le pilote est petit et est petit
False,le pilote est petit et sont petits
True,le pilote est petit et est grand
False,le pilote est petit et sont grands
True,le pilote est petit et est vieux
False,le pilote est petit et sont vieux
True,le pilote est petit et est jeune
False,le pilote est petit et sont jeunes
False,le consultant est petit et déménagent
False,le consultant est petit et parlent
False,le consultant est petit et retournent
True,le consultant est petit et est petit
False,le consultant est petit et sont petits
True,le consultant est petit et est grand
False,le consultant est petit et sont grands
True,le consultant est petit et est vieux
False,le consultant est petit et sont vieux
True,le consultant est petit et est jeune
False,le consultant est petit et sont jeunes
False,l' auteur est grand et déménagent
False,l' auteur est grand et parlent
False,l' auteur est grand et retournent
True,l' auteur est grand et est petit
False,l' auteur est grand et sont petits
True,l' auteur est grand et est grand
False,l' auteur est grand et sont grands
True,l' auteur est grand et est vieux
False,l' auteur est grand et sont vieux
True,l' auteur est grand et est jeune
False,l' auteur est grand et sont jeunes
False,le directeur est grand et déménagent
False,le directeur est grand et parlent
False,le directeur est grand et retournent
True,le directeur est grand et est petit
False,le directeur est grand et sont petits
True,le directeur est grand et est grand
False,le directeur est grand et sont grands
True,le directeur est grand et est vieux
False,le directeur est grand et sont vieux
True,le directeur est grand et est jeune
False,le directeur est grand et sont jeunes
False,l' agriculteur est grand et déménagent
False,l' agriculteur est grand et parlent
False,l' agriculteur est grand et retournent
True,l' agriculteur est grand et est petit
False,l' agriculteur est grand et sont petits
True,l' agriculteur est grand et est grand
False,l' agriculteur est grand et sont grands
True,l' agriculteur est grand et est vieux
False,l' agriculteur est grand et sont vieux
True,l' agriculteur est grand et est jeune
False,l' agriculteur est grand et sont jeunes
False,le chirurgien est grand et déménagent
False,le chirurgien est grand et parlent
False,le chirurgien est grand et retournent
True,le chirurgien est grand et est petit
False,le chirurgien est grand et sont petits
True,le chirurgien est grand et est grand
False,le chirurgien est grand et sont grands
True,le chirurgien est grand et est vieux
False,le chirurgien est grand et sont vieux
True,le chirurgien est grand et est jeune
False,le chirurgien est grand et sont jeunes
False,le sénateur est grand et déménagent
False,le sénateur est grand et parlent
False,le sénateur est grand et retournent
True,le sénateur est grand et est petit
False,le sénateur est grand et sont petits
True,le sénateur est grand et est grand
False,le sénateur est grand et sont grands
True,le sénateur est grand et est vieux
False,le sénateur est grand et sont vieux
True,le sénateur est grand et est jeune
False,le sénateur est grand et sont jeunes
False,le professeur est grand et déménagent
False,le professeur est grand et parlent
False,le professeur est grand et retournent
True,le professeur est grand et est petit
False,le professeur est grand et sont petits
True,le professeur est grand et est grand
False,le professeur est grand et sont grands
True,le professeur est grand et est vieux
False,le professeur est grand et sont vieux
True,le professeur est grand et est jeune
False,le professeur est grand et sont jeunes
False,le client est grand et déménagent
False,le client est grand et parlent
False,le client est grand et retournent
True,le client est grand et est petit
False,le client est grand et sont petits
True,le client est grand et est grand
False,le client est grand et sont grands
True,le client est grand et est vieux
False,le client est grand et sont vieux
True,le client est grand et est jeune
False,le client est grand et sont jeunes
False,l' officier est grand et déménagent
False,l' officier est grand et parlent
False,l' officier est grand et retournent
True,l' officier est grand et est petit
False,l' officier est grand et sont petits
True,l' officier est grand et est grand
False,l' officier est grand et sont grands
True,l' officier est grand et est vieux
False,l' officier est grand et sont vieux
True,l' officier est grand et est jeune
False,l' officier est grand et sont jeunes
False,le pilote est grand et déménagent
False,le pilote est grand et parlent
False,le pilote est grand et retournent
True,le pilote est grand et est petit
False,le pilote est grand et sont petits
True,le pilote est grand et est grand
False,le pilote est grand et sont grands
True,le pilote est grand et est vieux
False,le pilote est grand et sont vieux
True,le pilote est grand et est jeune
False,le pilote est grand et sont jeunes
False,le consultant est grand et déménagent
False,le consultant est grand et parlent
False,le consultant est grand et retournent
True,le consultant est grand et est petit
False,le consultant est grand et sont petits
True,le consultant est grand et est grand
False,le consultant est grand et sont grands
True,le consultant est grand et est vieux
False,le consultant est grand et sont vieux
True,le consultant est grand et est jeune
False,le consultant est grand et sont jeunes
False,l' auteur est vieux et déménagent
False,l' auteur est vieux et parlent
False,l' auteur est vieux et retournent
True,l' auteur est vieux et est petit
False,l' auteur est vieux et sont petits
True,l' auteur est vieux et est grand
False,l' auteur est vieux et sont grands
True,l' auteur est vieux et est vieux
False,l' auteur est vieux et sont vieux
True,l' auteur est vieux et est jeune
False,l' auteur est vieux et sont jeunes
False,le directeur est vieux et déménagent
False,le directeur est vieux et parlent
False,le directeur est vieux et retournent
True,le directeur est vieux et est petit
False,le directeur est vieux et sont petits
True,le directeur est vieux et est grand
False,le directeur est vieux et sont grands
True,le directeur est vieux et est vieux
False,le directeur est vieux et sont vieux
True,le directeur est vieux et est jeune
False,le directeur est vieux et sont jeunes
False,l' agriculteur est vieux et déménagent
False,l' agriculteur est vieux et parlent
False,l' agriculteur est vieux et retournent
True,l' agriculteur est vieux et est petit
False,l' agriculteur est vieux et sont petits
True,l' agriculteur est vieux et est grand
False,l' agriculteur est vieux et sont grands
True,l' agriculteur est vieux et est vieux
False,l' agriculteur est vieux et sont vieux
True,l' agriculteur est vieux et est jeune
False,l' agriculteur est vieux et sont jeunes
False,le chirurgien est vieux et déménagent
False,le chirurgien est vieux et parlent
False,le chirurgien est vieux et retournent
True,le chirurgien est vieux et est petit
False,le chirurgien est vieux et sont petits
True,le chirurgien est vieux et est grand
False,le chirurgien est vieux et sont grands
True,le chirurgien est vieux et est vieux
False,le chirurgien est vieux et sont vieux
True,le chirurgien est vieux et est jeune
False,le chirurgien est vieux et sont jeunes
False,le sénateur est vieux et déménagent
False,le sénateur est vieux et parlent
False,le sénateur est vieux et retournent
True,le sénateur est vieux et est petit
False,le sénateur est vieux et sont petits
True,le sénateur est vieux et est grand
False,le sénateur est vieux et sont grands
True,le sénateur est vieux et est vieux
False,le sénateur est vieux et sont vieux
True,le sénateur est vieux et est jeune
False,le sénateur est vieux et sont jeunes
False,le professeur est vieux et déménagent
False,le professeur est vieux et parlent
False,le professeur est vieux et retournent
True,le professeur est vieux et est petit
False,le professeur est vieux et sont petits
True,le professeur est vieux et est grand
False,le professeur est vieux et sont grands
True,le professeur est vieux et est vieux
False,le professeur est vieux et sont vieux
True,le professeur est vieux et est jeune
False,le professeur est vieux et sont jeunes
False,le client est vieux et déménagent
False,le client est vieux et parlent
False,le client est vieux et retournent
True,le client est vieux et est petit
False,le client est vieux et sont petits
True,le client est vieux et est grand
False,le client est vieux et sont grands
True,le client est vieux et est vieux
False,le client est vieux et sont vieux
True,le client est vieux et est jeune
False,le client est vieux et sont jeunes
False,l' officier est vieux et déménagent
False,l' officier est vieux et parlent
False,l' officier est vieux et retournent
True,l' officier est vieux et est petit
False,l' officier est vieux et sont petits
True,l' officier est vieux et est grand
False,l' officier est vieux et sont grands
True,l' officier est vieux et est vieux
False,l' officier est vieux et sont vieux
True,l' officier est vieux et est jeune
False,l' officier est vieux et sont jeunes
False,le pilote est vieux et déménagent
False,le pilote est vieux et parlent
False,le pilote est vieux et retournent
True,le pilote est vieux et est petit
False,le pilote est vieux et sont petits
True,le pilote est vieux et est grand
False,le pilote est vieux et sont grands
True,le pilote est vieux et est vieux
False,le pilote est vieux et sont vieux
True,le pilote est vieux et est jeune
False,le pilote est vieux et sont jeunes
False,le consultant est vieux et déménagent
False,le consultant est vieux et parlent
False,le consultant est vieux et retournent
True,le consultant est vieux et est petit
False,le consultant est vieux et sont petits
True,le consultant est vieux et est grand
False,le consultant est vieux et sont grands
True,le consultant est vieux et est vieux
False,le consultant est vieux et sont vieux
True,le consultant est vieux et est jeune
False,le consultant est vieux et sont jeunes
False,l' auteur est jeune et déménagent
False,l' auteur est jeune et parlent
False,l' auteur est jeune et retournent
True,l' auteur est jeune et est petit
False,l' auteur est jeune et sont petits
True,l' auteur est jeune et est grand
False,l' auteur est jeune et sont grands
True,l' auteur est jeune et est vieux
False,l' auteur est jeune et sont vieux
True,l' auteur est jeune et est jeune
False,l' auteur est jeune et sont jeunes
False,le directeur est jeune et déménagent
False,le directeur est jeune et parlent
False,le directeur est jeune et retournent
True,le directeur est jeune et est petit
False,le directeur est jeune et sont petits
True,le directeur est jeune et est grand
False,le directeur est jeune et sont grands
True,le directeur est jeune et est vieux
False,le directeur est jeune et sont vieux
True,le directeur est jeune et est jeune
False,le directeur est jeune et sont jeunes
False,l' agriculteur est jeune et déménagent
False,l' agriculteur est jeune et parlent
False,l' agriculteur est jeune et retournent
True,l' agriculteur est jeune et est petit
False,l' agriculteur est jeune et sont petits
True,l' agriculteur est jeune et est grand
False,l' agriculteur est jeune et sont grands
True,l' agriculteur est jeune et est vieux
False,l' agriculteur est jeune et sont vieux
True,l' agriculteur est jeune et est jeune
False,l' agriculteur est jeune et sont jeunes
False,le chirurgien est jeune et déménagent
False,le chirurgien est jeune et parlent
False,le chirurgien est jeune et retournent
True,le chirurgien est jeune et est petit
False,le chirurgien est jeune et sont petits
True,le chirurgien est jeune et est grand
False,le chirurgien est jeune et sont grands
True,le chirurgien est jeune et est vieux
False,le chirurgien est jeune et sont vieux
True,le chirurgien est jeune et est jeune
False,le chirurgien est jeune et sont jeunes
False,le sénateur est jeune et déménagent
False,le sénateur est jeune et parlent
False,le sénateur est jeune et retournent
True,le sénateur est jeune et est petit
False,le sénateur est jeune et sont petits
True,le sénateur est jeune et est grand
False,le sénateur est jeune et sont grands
True,le sénateur est jeune et est vieux
False,le sénateur est jeune et sont vieux
True,le sénateur est jeune et est jeune
False,le sénateur est jeune et sont jeunes
False,le professeur est jeune et déménagent
False,le professeur est jeune et parlent
False,le professeur est jeune et retournent
True,le professeur est jeune et est petit
False,le professeur est jeune et sont petits
True,le professeur est jeune et est grand
False,le professeur est jeune et sont grands
True,le professeur est jeune et est vieux
False,le professeur est jeune et sont vieux
True,le professeur est jeune et est jeune
False,le professeur est jeune et sont jeunes
False,le client est jeune et déménagent
False,le client est jeune et parlent
False,le client est jeune et retournent
True,le client est jeune et est petit
False,le client est jeune et sont petits
True,le client est jeune et est grand
False,le client est jeune et sont grands
True,le client est jeune et est vieux
False,le client est jeune et sont vieux
True,le client est jeune et est jeune
False,le client est jeune et sont jeunes
False,l' officier est jeune et déménagent
False,l' officier est jeune et parlent
False,l' officier est jeune et retournent
True,l' officier est jeune et est petit
False,l' officier est jeune et sont petits
True,l' officier est jeune et est grand
False,l' officier est jeune et sont grands
True,l' officier est jeune et est vieux
False,l' officier est jeune et sont vieux
True,l' officier est jeune et est jeune
False,l' officier est jeune et sont jeunes
False,le pilote est jeune et déménagent
False,le pilote est jeune et parlent
False,le pilote est jeune et retournent
True,le pilote est jeune et est petit
False,le pilote est jeune et sont petits
True,le pilote est jeune et est grand
False,le pilote est jeune et sont grands
True,le pilote est jeune et est vieux
False,le pilote est jeune et sont vieux
True,le pilote est jeune et est jeune
False,le pilote est jeune et sont jeunes
False,le consultant est jeune et déménagent
False,le consultant est jeune et parlent
False,le consultant est jeune et retournent
True,le consultant est jeune et est petit
False,le consultant est jeune et sont petits
True,le consultant est jeune et est grand
False,le consultant est jeune et sont grands
True,le consultant est jeune et est vieux
False,le consultant est jeune et sont vieux
True,le consultant est jeune et est jeune
False,le consultant est jeune et sont jeunes
True,les auteurs déménagent et déménagent
False,les auteurs déménagent et déménage
True,les auteurs déménagent et parlent
True,les auteurs déménagent et retournent
True,les auteurs déménagent et sont petits
False,les auteurs déménagent et est petit
True,les auteurs déménagent et sont grands
False,les auteurs déménagent et est grand
True,les auteurs déménagent et sont vieux
False,les auteurs déménagent et est vieux
True,les auteurs déménagent et sont jeunes
False,les auteurs déménagent et est jeune
True,les directeurs déménagent et déménagent
False,les directeurs déménagent et déménage
True,les directeurs déménagent et parlent
True,les directeurs déménagent et retournent
True,les directeurs déménagent et sont petits
False,les directeurs déménagent et est petit
True,les directeurs déménagent et sont grands
False,les directeurs déménagent et est grand
True,les directeurs déménagent et sont vieux
False,les directeurs déménagent et est vieux
True,les directeurs déménagent et sont jeunes
False,les directeurs déménagent et est jeune
True,les agriculteurs déménagent et déménagent
False,les agriculteurs déménagent et déménage
True,les agriculteurs déménagent et parlent
True,les agriculteurs déménagent et retournent
True,les agriculteurs déménagent et sont petits
False,les agriculteurs déménagent et est petit
True,les agriculteurs déménagent et sont grands
False,les agriculteurs déménagent et est grand
True,les agriculteurs déménagent et sont vieux
False,les agriculteurs déménagent et est vieux
True,les agriculteurs déménagent et sont jeunes
False,les agriculteurs déménagent et est jeune
True,les chirurgiens déménagent et déménagent
False,les chirurgiens déménagent et déménage
True,les chirurgiens déménagent et parlent
True,les chirurgiens déménagent et retournent
True,les chirurgiens déménagent et sont petits
False,les chirurgiens déménagent et est petit
True,les chirurgiens déménagent et sont grands
False,les chirurgiens déménagent et est grand
True,les chirurgiens déménagent et sont vieux
False,les chirurgiens déménagent et est vieux
True,les chirurgiens déménagent et sont jeunes
False,les chirurgiens déménagent et est jeune
True,les sénateurs déménagent et déménagent
False,les sénateurs déménagent et déménage
True,les sénateurs déménagent et parlent
True,les sénateurs déménagent et retournent
True,les sénateurs déménagent et sont petits
False,les sénateurs déménagent et est petit
True,les sénateurs déménagent et sont grands
False,les sénateurs déménagent et est grand
True,les sénateurs déménagent et sont vieux
False,les sénateurs déménagent et est vieux
True,les sénateurs déménagent et sont jeunes
False,les sénateurs déménagent et est jeune
True,les professeurs déménagent et déménagent
False,les professeurs déménagent et déménage
True,les professeurs déménagent et parlent
True,les professeurs déménagent et retournent
True,les professeurs déménagent et sont petits
False,les professeurs déménagent et est petit
True,les professeurs déménagent et sont grands
False,les professeurs déménagent et est grand
True,les professeurs déménagent et sont vieux
False,les professeurs déménagent et est vieux
True,les professeurs déménagent et sont jeunes
False,les professeurs déménagent et est jeune
True,les clients déménagent et déménagent
False,les clients déménagent et déménage
True,les clients déménagent et parlent
True,les clients déménagent et retournent
True,les clients déménagent et sont petits
False,les clients déménagent et est petit
True,les clients déménagent et sont grands
False,les clients déménagent et est grand
True,les clients déménagent et sont vieux
False,les clients déménagent et est vieux
True,les clients déménagent et sont jeunes
False,les clients déménagent et est jeune
True,les officiers déménagent et déménagent
False,les officiers déménagent et déménage
True,les officiers déménagent et parlent
True,les officiers déménagent et retournent
True,les officiers déménagent et sont petits
False,les officiers déménagent et est petit
True,les officiers déménagent et sont grands
False,les officiers déménagent et est grand
True,les officiers déménagent et sont vieux
False,les officiers déménagent et est vieux
True,les officiers déménagent et sont jeunes
False,les officiers déménagent et est jeune
True,les pilotes déménagent et déménagent
False,les pilotes déménagent et déménage
True,les pilotes déménagent et parlent
True,les pilotes déménagent et retournent
True,les pilotes déménagent et sont petits
False,les pilotes déménagent et est petit
True,les pilotes déménagent et sont grands
False,les pilotes déménagent et est grand
True,les pilotes déménagent et sont vieux
False,les pilotes déménagent et est vieux
True,les pilotes déménagent et sont jeunes
False,les pilotes déménagent et est jeune
True,les consultants déménagent et déménagent
False,les consultants déménagent et déménage
True,les consultants déménagent et parlent
True,les consultants déménagent et retournent
True,les consultants déménagent et sont petits
False,les consultants déménagent et est petit
True,les consultants déménagent et sont grands
False,les consultants déménagent et est grand
True,les consultants déménagent et sont vieux
False,les consultants déménagent et est vieux
True,les consultants déménagent et sont jeunes
False,les consultants déménagent et est jeune
True,les auteurs parlent et déménagent
True,les auteurs parlent et parlent
False,les auteurs parlent et parle
True,les auteurs parlent et retournent
True,les auteurs parlent et sont petits
False,les auteurs parlent et est petit
True,les auteurs parlent et sont grands
False,les auteurs parlent et est grand
True,les auteurs parlent et sont vieux
False,les auteurs parlent et est vieux
True,les auteurs parlent et sont jeunes
False,les auteurs parlent et est jeune
True,les directeurs parlent et déménagent
True,les directeurs parlent et parlent
False,les directeurs parlent et parle
True,les directeurs parlent et retournent
True,les directeurs parlent et sont petits
False,les directeurs parlent et est petit
True,les directeurs parlent et sont grands
False,les directeurs parlent et est grand
True,les directeurs parlent et sont vieux
False,les directeurs parlent et est vieux
True,les directeurs parlent et sont jeunes
False,les directeurs parlent et est jeune
True,les agriculteurs parlent et déménagent
True,les agriculteurs parlent et parlent
False,les agriculteurs parlent et parle
True,les agriculteurs parlent et retournent
True,les agriculteurs parlent et sont petits
False,les agriculteurs parlent et est petit
True,les agriculteurs parlent et sont grands
False,les agriculteurs parlent et est grand
True,les agriculteurs parlent et sont vieux
False,les agriculteurs parlent et est vieux
True,les agriculteurs parlent et sont jeunes
False,les agriculteurs parlent et est jeune
True,les chirurgiens parlent et déménagent
True,les chirurgiens parlent et parlent
False,les chirurgiens parlent et parle
True,les chirurgiens parlent et retournent
True,les chirurgiens parlent et sont petits
False,les chirurgiens parlent et est petit
True,les chirurgiens parlent et sont grands
False,les chirurgiens parlent et est grand
True,les chirurgiens parlent et sont vieux
False,les chirurgiens parlent et est vieux
True,les chirurgiens parlent et sont jeunes
False,les chirurgiens parlent et est jeune
True,les sénateurs parlent et déménagent
True,les sénateurs parlent et parlent
False,les sénateurs parlent et parle
True,les sénateurs parlent et retournent
True,les sénateurs parlent et sont petits
False,les sénateurs parlent et est petit
True,les sénateurs parlent et sont grands
False,les sénateurs parlent et est grand
True,les sénateurs parlent et sont vieux
False,les sénateurs parlent et est vieux
True,les sénateurs parlent et sont jeunes
False,les sénateurs parlent et est jeune
True,les professeurs parlent et déménagent
True,les professeurs parlent et parlent
False,les professeurs parlent et parle
True,les professeurs parlent et retournent
True,les professeurs parlent et sont petits
False,les professeurs parlent et est petit
True,les professeurs parlent et sont grands
False,les professeurs parlent et est grand
True,les professeurs parlent et sont vieux
False,les professeurs parlent et est vieux
True,les professeurs parlent et sont jeunes
False,les professeurs parlent et est jeune
True,les clients parlent et déménagent
True,les clients parlent et parlent
False,les clients parlent et parle
True,les clients parlent et retournent
True,les clients parlent et sont petits
False,les clients parlent et est petit
True,les clients parlent et sont grands
False,les clients parlent et est grand
True,les clients parlent et sont vieux
False,les clients parlent et est vieux
True,les clients parlent et sont jeunes
False,les clients parlent et est jeune
True,les officiers parlent et déménagent
True,les officiers parlent et parlent
False,les officiers parlent et parle
True,les officiers parlent et retournent
True,les officiers parlent et sont petits
False,les officiers parlent et est petit
True,les officiers parlent et sont grands
False,les officiers parlent et est grand
True,les officiers parlent et sont vieux
False,les officiers parlent et est vieux
True,les officiers parlent et sont jeunes
False,les officiers parlent et est jeune
True,les pilotes parlent et déménagent
True,les pilotes parlent et parlent
False,les pilotes parlent et parle
True,les pilotes parlent et retournent
True,les pilotes parlent et sont petits
False,les pilotes parlent et est petit
True,les pilotes parlent et sont grands
False,les pilotes parlent et est grand
True,les pilotes parlent et sont vieux
False,les pilotes parlent et est vieux
True,les pilotes parlent et sont jeunes
False,les pilotes parlent et est jeune
True,les consultants parlent et déménagent
True,les consultants parlent et parlent
False,les consultants parlent et parle
True,les consultants parlent et retournent
True,les consultants parlent et sont petits
False,les consultants parlent et est petit
True,les consultants parlent et sont grands
False,les consultants parlent et est grand
True,les consultants parlent et sont vieux
False,les consultants parlent et est vieux
True,les consultants parlent et sont jeunes
False,les consultants parlent et est jeune
True,les auteurs retournent et déménagent
True,les auteurs retournent et parlent
True,les auteurs retournent et retournent
False,les auteurs retournent et retourne
True,les auteurs retournent et sont petits
False,les auteurs retournent et est petit
True,les auteurs retournent et sont grands
False,les auteurs retournent et est grand
True,les auteurs retournent et sont vieux
False,les auteurs retournent et est vieux
True,les auteurs retournent et sont jeunes
False,les auteurs retournent et est jeune
True,les directeurs retournent et déménagent
True,les directeurs retournent et parlent
True,les directeurs retournent et retournent
False,les directeurs retournent et retourne
True,les directeurs retournent et sont petits
False,les directeurs retournent et est petit
True,les directeurs retournent et sont grands
False,les directeurs retournent et est grand
True,les directeurs retournent et sont vieux
False,les directeurs retournent et est vieux
True,les directeurs retournent et sont jeunes
False,les directeurs retournent et est jeune
True,les agriculteurs retournent et déménagent
True,les agriculteurs retournent et parlent
True,les agriculteurs retournent et retournent
False,les agriculteurs retournent et retourne
True,les agriculteurs retournent et sont petits
False,les agriculteurs retournent et est petit
True,les agriculteurs retournent et sont grands
False,les agriculteurs retournent et est grand
True,les agriculteurs retournent et sont vieux
False,les agriculteurs retournent et est vieux
True,les agriculteurs retournent et sont jeunes
False,les agriculteurs retournent et est jeune
True,les chirurgiens retournent et déménagent
True,les chirurgiens retournent et parlent
True,les chirurgiens retournent et retournent
False,les chirurgiens retournent et retourne
True,les chirurgiens retournent et sont petits
False,les chirurgiens retournent et est petit
True,les chirurgiens retournent et sont grands
False,les chirurgiens retournent et est grand
True,les chirurgiens retournent et sont vieux
False,les chirurgiens retournent et est vieux
True,les chirurgiens retournent et sont jeunes
False,les chirurgiens retournent et est jeune
True,les sénateurs retournent et déménagent
True,les sénateurs retournent et parlent
True,les sénateurs retournent et retournent
False,les sénateurs retournent et retourne
True,les sénateurs retournent et sont petits
False,les sénateurs retournent et est petit
True,les sénateurs retournent et sont grands
False,les sénateurs retournent et est grand
True,les sénateurs retournent et sont vieux
False,les sénateurs retournent et est vieux
True,les sénateurs retournent et sont jeunes
False,les sénateurs retournent et est jeune
True,les professeurs retournent et déménagent
True,les professeurs retournent et parlent
True,les professeurs retournent et retournent
False,les professeurs retournent et retourne
True,les professeurs retournent et sont petits
False,les professeurs retournent et est petit
True,les professeurs retournent et sont grands
False,les professeurs retournent et est grand
True,les professeurs retournent et sont vieux
False,les professeurs retournent et est vieux
True,les professeurs retournent et sont jeunes
False,les professeurs retournent et est jeune
True,les clients retournent et déménagent
True,les clients retournent et parlent
True,les clients retournent et retournent
False,les clients retournent et retourne
True,les clients retournent et sont petits
False,les clients retournent et est petit
True,les clients retournent et sont grands
False,les clients retournent et est grand
True,les clients retournent et sont vieux
False,les clients retournent et est vieux
True,les clients retournent et sont jeunes
False,les clients retournent et est jeune
True,les officiers retournent et déménagent
True,les officiers retournent et parlent
True,les officiers retournent et retournent
False,les officiers retournent et retourne
True,les officiers retournent et sont petits
False,les officiers retournent et est petit
True,les officiers retournent et sont grands
False,les officiers retournent et est grand
True,les officiers retournent et sont vieux
False,les officiers retournent et est vieux
True,les officiers retournent et sont jeunes
False,les officiers retournent et est jeune
True,les pilotes retournent et déménagent
True,les pilotes retournent et parlent
True,les pilotes retournent et retournent
False,les pilotes retournent et retourne
True,les pilotes retournent et sont petits
False,les pilotes retournent et est petit
True,les pilotes retournent et sont grands
False,les pilotes retournent et est grand
True,les pilotes retournent et sont vieux
False,les pilotes retournent et est vieux
True,les pilotes retournent et sont jeunes
False,les pilotes retournent et est jeune
True,les consultants retournent et déménagent
True,les consultants retournent et parlent
True,les consultants retournent et retournent
False,les consultants retournent et retourne
True,les consultants retournent et sont petits
False,les consultants retournent et est petit
True,les consultants retournent et sont grands
False,les consultants retournent et est grand
True,les consultants retournent et sont vieux
False,les consultants retournent et est vieux
True,les consultants retournent et sont jeunes
False,les consultants retournent et est jeune
True,les auteurs sont petits et déménagent
True,les auteurs sont petits et parlent
True,les auteurs sont petits et retournent
True,les auteurs sont petits et sont petits
False,les auteurs sont petits et est petit
True,les auteurs sont petits et sont grands
False,les auteurs sont petits et est grand
True,les auteurs sont petits et sont vieux
False,les auteurs sont petits et est vieux
True,les auteurs sont petits et sont jeunes
False,les auteurs sont petits et est jeune
True,les directeurs sont petits et déménagent
True,les directeurs sont petits et parlent
True,les directeurs sont petits et retournent
True,les directeurs sont petits et sont petits
False,les directeurs sont petits et est petit
True,les directeurs sont petits et sont grands
False,les directeurs sont petits et est grand
True,les directeurs sont petits et sont vieux
False,les directeurs sont petits et est vieux
True,les directeurs sont petits et sont jeunes
False,les directeurs sont petits et est jeune
True,les agriculteurs sont petits et déménagent
True,les agriculteurs sont petits et parlent
True,les agriculteurs sont petits et retournent
True,les agriculteurs sont petits et sont petits
False,les agriculteurs sont petits et est petit
True,les agriculteurs sont petits et sont grands
False,les agriculteurs sont petits et est grand
True,les agriculteurs sont petits et sont vieux
False,les agriculteurs sont petits et est vieux
True,les agriculteurs sont petits et sont jeunes
False,les agriculteurs sont petits et est jeune
True,les chirurgiens sont petits et déménagent
True,les chirurgiens sont petits et parlent
True,les chirurgiens sont petits et retournent
True,les chirurgiens sont petits et sont petits
False,les chirurgiens sont petits et est petit
True,les chirurgiens sont petits et sont grands
