label,sentence
True,ה טבח ש ה עובד מעריץ רוקד
False,ה קצין ש ה טכנאים מכירים ישנים
True,ה מנהלים ש ה שומרים אוהבים נוסעים
True,ה רופאים ש ה רקדנים מעריצים רוקדים
True,ה רופא ש מכיר את ה שר חי
True,ה רופאים מאחורי ה זמרים נוסעים
True,ה קצין ש ה מהנדס אוהב רוקד
True,ה טבח ש מכיר את ה שומרים חי
True,ה מנהל ש ה זמר אוהב שוחה
True,ה קצינים ש ה זמרים מכירים שוחים
False,ה רופא ש שונא את ה זמרים נוסעים
True,ה חקלאים ש ה זמרים מכירים ישנים
False,ה חקלאים ש ה טכנאים מעריץ רוקדים
True,ה מנהל דובר חמש שפות שונות ו אוהב לצפות ב תוכניות טלוויזיה
True,ה קצינים ש ה עובדים שונאים רוקדים
False,ה קצין מאחורי ה זמרים שוחים
True,ה טייס ש ה זמר אוהב רץ
True,ה נהג ש ה עובדים מעריצים ישן
False,ה חקלאים דוברים חמש שפות שונות ו משחק כדורגל עם חברים
False,ה חקלאים ש ה בנאים שונאים צוחק
True,ה חקלאי ש מכיר את ה מלחין רוקד
False,ה טייס מאחורי ה מהנדס רצים
True,ה קצין ש ה טכנאי מכיר נוסע
True,ה חייל ש מעריץ את ה בנאי רץ
True,ה טבח ש ה נהגים אוהבים נוסע
True,ה רופאים רוקדים ו שוחים
False,ה חקלאי ש אוהב את ה נהג נוסעים
True,ה יועץ ש ה בנאים אוהבים ישן
False,ה נהג ש שונא את ה מהנדס ישנים
True,ה קצינים ש אוהבים את ה מלחין שוחים
True,ה יועצים ש ה נהגים מכירים רוקדים
True,ה רופא ש מעריץ את ה טכנאים צוחק
True,ה מנהלים ש ה בנאי שונא רוקדים
False,ה חיילים ש שונאים את ה נהגים שוחה
False,ה חיילים ש ה מלחין שונאים שוחים
False,ה חייל ש ה זמר מעריץ רצים
False,ה נהג ש שונא את ה שומר נוסעים
False,ה חיילים ש מכירים את ה שר רוקד
False,ה מלצרים ש ה זמרים מעריצים רץ
True,ה מנהלים ש ה טכנאים אוהבים חיים
True,ה טייס ש ה מלחינים מכירים ישן
True,ה חקלאים ש ה נהג אוהב חיים
True,ה מנהל מאחורי ה שר צוחק
True,ה טבחים ליד ה זמרים צוחקים
True,ה טבחים ש ה עובדים מעריצים נוסעים
False,ה קצין מאחורי ה זמרים רוקדים
False,ה קצינים ליד ה מלחינים שוחה
False,ה יועצים ש ה שר אוהבים ישנים
False,ה נהגים ש ה שר שונאים ישנים
False,ה טבחים ש ה נהג מעריץ שוחה
False,ה נהג ש שונא את ה עובד נוסעים
True,ה רופא מאחורי ה זמר רוקד
True,ה יועצים מאחורי ה שומרים ישנים
False,ה רופא ש ה בנאים מעריצים נוסעים
True,ה טבחים ליד ה נהג שוחים
True,ה נהגים מאחורי ה טכנאי רצים
False,ה רופאים ש ה נהגים אוהבים שוחה
True,ה טבח ש ה עובד שונא חי
True,ה מנהל ש ה מהנדסים מכירים חי
True,ה חקלאים ש ה שומרים אוהבים צוחקים
True,ה טבח ש מעריץ את ה טכנאים ישן
True,ה טייסים מאחורי ה נהג צוחקים
False,ה טבחים ש ה בנאים שונא נוסעים
True,ה טבח ש ה טכנאי שונא צוחק
True,ה מלצר ש מכיר את ה בנאי רץ
False,ה טבחים ש ה זמרים אוהב חיים
False,ה יועץ ש מכיר את ה רקדן רצים
True,ה נהגים ליד ה מלחין ישנים
False,ה מלצרים ש ה שרים מעריץ חיים
True,ה מנהל ש שונא את ה נהגים ישן
True,ה טבח ש שונא את ה עובדים רץ
False,ה קצין ש מעריץ את ה שר רצים
True,ה קצין ש ה שר שונא צוחק
True,ה מלצר ש ה מהנדסים מכירים שוחה
True,ה מלצרים ש ה מהנדס מעריץ צוחקים
True,ה מלצר ש אוהב את ה שרים רץ
False,ה יועץ ש אוהב את ה עובד רצים
True,ה רופא ש ה עובדים אוהבים חי
False,ה קצינים ש אוהבים את ה זמר שוחה
False,ה קצינים ש מעריצים את ה טכנאי רץ
True,ה מלצרים ש מכירים את ה טכנאי חיים
False,ה נהגים ש ה מהנדס מעריצים רוקדים
False,ה טבחים ש אוהבים את ה נהגים שוחה
True,ה טייסים מאחורי ה מהנדסים שוחים
True,ה קצינים מאחורי ה שרים צוחקים
False,ה חקלאים ש אוהבים את ה עובד רץ
True,ה יועצים ש ה רקדן מכיר ישנים
False,ה מלצר ש ה נהגים שונאים רוקדים
False,ה טבח ש ה שומרים מכירים חיים
False,ה חייל ש ה נהג אוהב רוקדים
False,ה יועץ ש ה טכנאי מעריצים צוחק
False,ה חקלאים ש ה נהגים שונאים רץ
False,ה מלצרים ש ה שר מכירים חיים
False,ה טבח ש ה בנאי אוהב שוחים
False,ה חקלאים ש ה זמרים מכירים רוקד
False,ה חייל ליד ה זמר חיים
False,ה נהגים ש ה זמר אוהבים רצים
False,ה חקלאים ש ה שומרים אוהב רצים
True,ה קצין רץ ו שותה
True,ה מנהלים ש שונאים את ה בנאי חיים
False,ה טבחים ש ה זמרים שונא ישנים
True,ה חיילים ש שונאים את ה מהנדס חיים
True,ה מנהל ש ה שרים מכירים רוקד
True,ה טייסים ש אוהבים את ה מהנדסים חיים
True,ה רופא מאחורי ה שומר רוקד
True,ה מנהלים ש מכירים את ה מלחין רצים
False,ה קצינים ש ה עובדים אוהבים צוחק
True,ה חיילים ש ה מהנדסים שונאים נוסעים
False,ה חקלאים ש ה זמרים מכיר נוסעים
True,ה חיילים ש ה בנאים מעריצים חיים
False,ה מלצר ש ה מלחינים אוהבים רצים
True,ה קצינים ליד ה רקדנים רוקדים
True,ה חיילים רצים ו צוחקים
True,ה קצינים ש מכירים את ה עובד צוחקים
False,ה מנהל ש ה שומר אוהבים נוסע
False,ה חיילים ש ה בנאי מעריץ רוקד
True,ה מלצרים מאחורי ה טכנאי שוחים
False,ה יועץ ש ה בנאי שונא נוסעים
True,ה חקלאים ליד ה רקדנים חיים
True,ה טייסים ש ה שר שונא נוסעים
True,ה טייסים ש ה זמר מכיר ישנים
True,ה רופא מאחורי ה עובד ישן
False,ה יועצים ש ה רקדנים מכירים רץ
False,ה נהגים ש ה מלחין שונאים חיים
True,ה חקלאי ש מכיר את ה שרים רוקד
False,ה מנהלים ש מעריצים את ה בנאי רץ
False,ה יועצים ש שונאים את ה טכנאי רץ
False,ה מלצר מאחורי ה רקדנים שוחים
False,ה טבח ליד ה נהגים רצים
True,ה יועץ ש ה מהנדס מעריץ ישן
False,ה חייל ש ה מלחינים מעריצים רצים
True,ה חיילים מאחורי ה שרים נוסעים
False,ה טבחים ש ה מלחינים מכירים רוקד
False,ה מנהל ש מכיר את ה בנאי חיים
True,ה רופאים ש ה נהגים אוהבים שוחים
False,ה חיילים מאחורי ה נהג רוקד
True,ה טבחים ש ה מהנדס מעריץ שוחים
False,ה קצין ש ה נהגים מעריצים ישנים
True,ה רופא ש אוהב את ה זמרים ישן
False,ה רופאים ש ה בנאים מכיר צוחקים
False,ה רופא ש ה בנאים שונאים ישנים
True,ה קצינים ש ה מהנדס מכיר רוקדים
False,ה יועצים ש ה זמר שונאים חיים
True,ה טייסים ש שונאים את ה שר רצים
True,ה חקלאים ש ה מלחין שונא רוקדים
False,ה חייל ש ה עובד אוהבים רוקד
False,ה רופא ש ה מלחין שונאים רוקד
False,ה קצין מאחורי ה זמרים רצים
True,ה מלצר מאחורי ה מלחינים רוקד
True,ה חקלאים ש ה נהגים מכירים רוקדים
False,ה מנהל מאחורי ה שרים נוסעים
True,ה חקלאים ש מעריצים את ה שר נוסעים
False,ה יועצים ש ה מלחינים שונאים רץ
False,ה רופא ש ה עובד שונא ישנים
False,ה רופא ש ה עובדים שונא חי
False,ה חייל ש ה בנאי מעריצים רוקד
False,ה טייסים ש ה מהנדס מעריץ צוחק
True,ה טייסים ש ה מהנדסים מכירים צוחקים
False,ה מלצרים ש ה מלחינים מכירים רץ
True,ה יועצים ש שונאים את ה טכנאי שוחים
False,ה יועצים ש מעריצים את ה בנאים צוחק
True,ה יועץ ש ה זמרים אוהבים נוסע
False,ה טבח ש ה שר אוהבים רוקד
True,ה קצינים ש ה נהגים אוהבים שוחים
False,ה נהג ש ה שומר שונאים ישן
False,ה יועצים ש ה זמרים מכירים שוחה
True,ה מלצרים ש ה נהגים מעריצים רצים
True,ה טבח ש ה שרים שונאים צוחק
False,ה יועצים ש אוהבים את ה שר חי
False,ה נהג ש ה מלחין אוהב ישנים
False,ה קצינים ש מכירים את ה שומרים שוחה
False,ה טבחים ש ה שומרים מעריץ שוחים
True,ה קצינים ש שונאים את ה טכנאי צוחקים
True,ה רופא ש ה נהגים מכירים שוחה
False,ה חקלאי ליד ה זמרים רוקדים
True,ה חקלאים ש ה נהגים שונאים צוחקים
True,ה רופא ש מעריץ את ה נהג רץ
False,ה נהג ש ה עובדים אוהבים שוחים
False,ה מלצר ש ה עובדים מעריץ צוחק
False,ה טבחים ש אוהבים את ה טכנאים נוסע
False,ה מנהלים ש ה מהנדס אוהבים חיים
False,ה חיילים ש ה שומרים מכירים שוחה
False,ה קצין דובר חמש שפות שונות ו דוברים חמש שפות שונות
False,ה חיילים ש שונאים את ה טכנאי רוקד
False,ה מנהלים ש מכירים את ה שר רוקד
True,ה נהגים ש ה שומר שונא רוקדים
True,ה נהג ש ה זמרים שונאים צוחק
True,ה טייס ליד ה זמרים נוסע
True,ה נהגים ש ה רקדן שונא חיים
True,ה טייס ש ה נהג מעריץ צוחק
True,ה יועץ מאחורי ה עובדים צוחק
False,ה יועצים ש ה בנאי מכירים ישנים
False,ה רופא ש ה זמרים שונאים ישנים
True,ה נהגים ש ה טכנאי אוהב נוסעים
False,ה מלצרים ש שונאים את ה מהנדסים שוחה
True,ה חקלאי ש ה טכנאים מכירים ישן
False,ה טייס מאחורי ה מהנדסים ישנים
False,ה רופאים ש ה רקדן מעריץ צוחק
True,ה יועצים ש ה שומרים אוהבים חיים
True,ה טבח אוהב לצפות ב תוכניות טלוויזיה ו אוהב לצפות ב תוכניות טלוויזיה
False,ה חיילים ש מכירים את ה שומרים רוקד
False,ה טבחים ש ה בנאי אוהבים נוסעים
False,ה מלצרים ש ה בנאים מכירים צוחק
True,ה טבחים ש מעריצים את ה שרים ישנים
True,ה נהגים ש ה שומרים מכירים ישנים
False,ה נהגים ש ה טכנאים שונאים רוקד
True,ה טבחים גרים ב מרכז ה עיר ו דוברים חמש שפות שונות
False,ה מלצרים ש ה רקדן אוהבים רצים
False,ה מלצר ש ה מהנדסים מכירים נוסעים
False,ה מנהל ש אוהב את ה שומר רצים
False,ה מנהלים ש ה מלחינים מעריץ שוחים
True,ה קצינים ש ה מהנדסים מעריצים רצים
True,ה מנהל ליד ה טכנאים חי
False,ה קצין ש ה בנאי מעריץ צוחקים
True,ה נהגים ש אוהבים את ה נהג רוקדים
False,ה חייל ליד ה נהגים צוחקים
True,ה טייס ש ה טכנאי שונא נוסע
False,ה נהגים ש שונאים את ה מהנדסים שוחה
True,ה חיילים ש ה מלחין שונא צוחקים
True,ה טבחים ש ה נהג שונא ישנים
True,ה קצין ש מעריץ את ה נהגים ישן
False,ה יועצים ש ה זמרים שונא ישנים
False,ה יועץ ש ה מהנדסים שונא רוקד
False,ה נהג ש שונא את ה שומר רוקדים
False,ה חקלאי ש ה רקדנים שונאים חיים
False,ה רופאים ליד ה עובדים ישן
False,ה טבחים ש ה שומר מכירים נוסעים
False,ה מלצרים ש ה טכנאים מעריץ שוחים
True,ה חיילים ש ה זמרים אוהבים ישנים
True,ה טבחים ש ה שומרים אוהבים רוקדים
False,ה טבחים ש ה שר שונא צוחק
True,ה חקלאי ש ה טכנאים מעריצים צוחק
False,ה נהג ש ה עובד שונא ישנים
False,ה חייל ש ה טכנאים שונא רץ
True,ה חקלאים ש ה עובד שונא רצים
True,ה טבח ש ה בנאי מכיר ישן
True,ה חקלאים ש ה עובדים שונאים רוקדים
True,ה נהגים ש ה עובדים מעריצים נוסעים
False,ה טייס ישן ו שוחים
False,ה רופא ש ה זמר מכירים שוחה
False,ה מלצר ש ה טכנאים שונאים נוסעים
False,ה נהגים מאחורי ה שר רץ
False,ה חייל מאחורי ה שרים ישנים
True,ה רופא ש שונא את ה עובדים רץ
False,ה חקלאי ש אוהב את ה רקדן ישנים
False,ה טבחים ש ה מלחין מכירים חיים
True,ה נהג ש ה זמר שונא רץ
False,ה חקלאים ש מכירים את ה זמרים צוחק
True,ה קצין מאחורי ה מהנדס נוסע
False,ה קצין כותב ב יומן מדי יום ו משחקים כדורגל עם חברים
True,ה חקלאי ש ה מהנדס שונא רוקד
True,ה יועצים ש ה מהנדס מכיר שוחים
True,ה טבחים ש ה מלחין אוהב חיים
False,ה קצינים ש ה טכנאי שונאים רצים
False,ה קצין ש אוהב את ה שומר שוחים
True,ה מלצרים ליד ה נהגים ישנים
False,ה חקלאי ש ה בנאי אוהבים נוסע
False,ה מלצרים ש מכירים את ה נהגים רוקד
False,ה חקלאים ש ה טכנאי מעריצים רצים
False,ה מנהל ש ה מהנדסים שונאים חיים
True,ה מלצרים ש שונאים את ה רקדנים רצים
True,ה טבחים ש ה עובד שונא ישנים
False,ה טבחים מאחורי ה בנאי שוחה
False,ה מלצרים ש אוהבים את ה רקדנים חי
True,ה קצינים מאחורי ה נהגים רצים
False,ה טייסים ש מעריצים את ה זמר נוסע
False,ה חקלאים ש ה שומרים שונאים שוחה
False,ה חייל ש ה זמרים שונא ישן
True,ה יועץ צוחק ו צוחק
True,ה נהגים ש ה שומר אוהב רוקדים
False,ה מלצרים מאחורי ה מהנדס צוחק
False,ה נהג ש ה רקדנים אוהב נוסע
False,ה קצין ש ה רקדן שונאים צוחק
True,ה טייס ש מעריץ את ה עובד ישן
False,ה טבחים ש ה מהנדס מעריצים שוחים
False,ה טבחים ש ה זמרים שונא שוחים
True,ה יועצים מאחורי ה שומר צוחקים
False,ה חיילים ש ה טכנאים אוהבים רוקד
True,ה טבחים ש ה מהנדס מכיר חיים
True,ה נהג ש מכיר את ה רקדן צוחק
False,ה טייסים ש ה עובד אוהב חי
True,ה קצין מאחורי ה עובד שוחה
True,ה טייס משחק כדורגל עם חברים ו גר ב מרכז ה עיר
False,ה יועץ נוסע ו צוחקים
False,ה קצינים ש אוהבים את ה מלחינים רץ
False,ה נהג ש ה בנאים אוהב רוקד
True,ה טייסים ש ה רקדן מכיר רוקדים
False,ה קצין ש שונא את ה מהנדסים צוחקים
False,ה נהגים ש ה מלחין מכירים רצים
False,ה חקלאי חי ו נוסעים
False,ה יועצים ש ה נהגים מכירים שוחה
False,ה נהג מאחורי ה בנאים שוחים
False,ה חיילים ש שונאים את ה נהג נוסע
False,ה מלצרים ש ה מהנדסים מכירים רץ
True,ה קצינים ש ה מהנדס מכיר נוסעים
False,ה נהג ש מעריץ את ה מהנדסים רוקדים
True,ה מלצר ש ה זמרים אוהבים ישן
False,ה יועץ ש ה מלחינים מכיר צוחק
False,ה טייסים ש מכירים את ה שרים רץ
True,ה טייסים ש אוהבים את ה עובד נוסעים
False,ה מנהל ש מכיר את ה מלחינים חיים
False,ה מנהל ש ה זמרים שונאים ישנים
False,ה חקלאים ש ה רקדנים שונא נוסעים
False,ה קצין ש ה מהנדסים מעריץ רוקד
False,ה מלצר ש ה שומר מכירים שוחה
False,ה חקלאים ש ה רקדנים אוהבים שוחה
False,ה מלצרים ש אוהבים את ה נהג ישן
False,ה קצין ש ה מהנדס אוהב חיים
False,ה יועצים ש ה רקדנים מכירים נוסע
True,ה יועצים ש ה בנאים אוהבים רוקדים
False,ה נהגים ש ה נהגים אוהב ישנים
False,ה רופאים ש אוהבים את ה זמרים רץ
True,ה יועץ ש מכיר את ה בנאים רוקד
False,ה יועצים ליד ה מהנדס נוסע
True,ה חיילים ש שונאים את ה זמר רוקדים
True,ה קצינים ש ה טכנאים שונאים רוקדים
False,ה טבח ש ה שר מעריץ נוסעים
False,ה מלצר ש אוהב את ה רקדנים נוסעים
True,ה רופא ש ה שר שונא שוחה
True,ה רופאים מאחורי ה שומר צוחקים
False,ה קצינים ש שונאים את ה עובד רוקד
True,ה נהג ש מכיר את ה זמרים חי
True,ה קצין ש ה רקדן אוהב ישן
False,ה רופאים ש שונאים את ה זמרים חי
True,ה מלצרים ש ה בנאי מעריץ רצים
True,ה מנהלים ליד ה רקדנים צוחקים
True,ה חייל ליד ה רקדנים נוסע
False,ה חייל ש מעריץ את ה טכנאים צוחקים
False,ה מלצרים ש ה שומר שונאים שוחים
False,ה טייס ש ה בנאים אוהב נוסע
True,ה נהגים ש ה רקדן אוהב חיים
True,ה חייל ש מכיר את ה רקדנים ישן
False,ה מלצר ש ה טכנאי מכירים חי
True,ה מנהל ש אוהב את ה שומרים רוקד
False,ה חקלאים ש אוהבים את ה שר שוחה
False,ה טייסים ש ה מהנדס מכירים רוקדים
True,ה חקלאים ש מכירים את ה שרים רוקדים
False,ה חקלאי ש ה שומרים אוהב נוסע
False,ה חיילים רצים ו מבשל
False,ה רופאים ש מעריצים את ה נהג שוחה
True,ה מלצר ש שונא את ה שומרים רץ
False,ה חקלאים ש ה עובד שונא חי
False,ה יועץ ש מכיר את ה זמר שוחים
True,ה טייס ש שונא את ה שר ישן
False,ה מלצרים ש ה עובד מעריצים רוקדים
False,ה חיילים ש ה שר שונאים ישנים
True,ה מלצרים ליד ה שומר צוחקים
False,ה רופא ש ה נהגים מכירים ישנים
False,ה יועצים ש אוהבים את ה זמרים שוחה
True,ה קצינים ש ה נהגים מכירים רצים
False,ה מנהל ש ה נהגים אוהב שוחה
True,ה מלצר ש ה טכנאי מכיר נוסע
True,ה קצין ש ה מלחינים שונאים חי
False,ה טייסים ש ה שומר מעריצים רוקדים
False,ה טבח ש ה רקדן שונא שוחים
False,ה טבחים מאחורי ה שומר רץ
True,ה נהגים מאחורי ה שומר רצים
True,ה טייסים ש מעריצים את ה עובדים רצים
False,ה מלצרים ש מכירים את ה בנאים רץ
False,ה יועצים ש ה עובדים שונא צוחקים
True,ה רופא ש שונא את ה זמרים רוקד
False,ה מנהל ש מכיר את ה שומרים נוסעים
False,ה טבח ש מכיר את ה מלחין צוחקים
False,ה טבחים שוחים ו שוחה
True,ה חקלאי ליד ה טכנאי שוחה
False,ה מלצרים כותבים ב יומן מדי יום ו אוהב לצפות ב תוכניות טלוויזיה
True,ה נהג ש שונא את ה רקדנים רץ
False,ה טייסים ש ה טכנאי מעריצים נוסעים
False,ה חיילים ש מעריצים את ה שומרים נוסע
True,ה יועץ ש ה רקדנים אוהבים רץ
False,ה חקלאי ש ה שרים אוהבים רצים
False,ה יועצים ש ה שומר מעריצים רוקדים
False,ה מלצר ש ה שומר שונא צוחקים
False,ה חקלאי ש ה טכנאים מעריצים חיים
True,ה רופאים ליד ה נהגים רצים
True,ה חקלאי ש ה רקדן שונא ישן
True,ה רופא ש ה זמר מעריץ רץ
False,ה חקלאי ש מכיר את ה זמרים חיים
True,ה חקלאים ש מכירים את ה רקדנים ישנים
False,ה רופאים ש מכירים את ה מלחינים חי
True,ה נהג ש שונא את ה שר צוחק
True,ה חיילים ש שונאים את ה מהנדסים רוקדים
True,ה יועץ ש ה רקדנים אוהבים נוסע
True,ה מלצרים ליד ה נהג שוחים
False,ה קצין ש שונא את ה זמרים ישנים
False,ה חייל ש ה שר מכירים ישן
True,ה יועץ מאחורי ה מלחין ישן
True,ה מלצרים ש ה מלחין מכיר רוקדים
False,ה יועץ ש ה מלחין מכיר חיים
True,ה מלצרים ש ה עובד שונא ישנים
False,ה רופא רץ ו אוכלים
True,ה טבח ש ה רקדן שונא שוחה
False,ה יועץ ש ה עובדים שונא נוסע
False,ה יועצים ש ה מהנדסים אוהב רצים
True,ה רופאים ש מכירים את ה רקדן חיים
True,ה רופא ש ה זמר אוהב נוסע
True,ה רופאים ש ה זמרים אוהבים נוסעים
False,ה נהג ש ה טכנאי מעריץ רצים
True,ה רופאים ש ה מהנדסים אוהבים חיים
True,ה נהגים שוחים ו חיים
True,ה מלצרים ש ה רקדן אוהב חיים
False,ה נהג מאחורי ה עובדים ישנים
False,ה מלצר מאחורי ה בנאים רוקדים
True,ה קצין ש ה נהגים מכירים ישן
True,ה מלצר ש שונא את ה מלחינים רץ
False,ה יועצים ש ה טכנאי מעריץ ישן
False,ה טייסים ש ה זמר מכירים נוסעים
False,ה קצין ש שונא את ה רקדן נוסעים
True,ה יועץ ש ה שר מעריץ צוחק
True,ה מלצרים מאחורי ה מלחינים צוחקים
True,ה חייל ש ה עובד שונא נוסע
True,ה חיילים ש ה זמר מכיר ישנים
